,brand,model,price,mileage,year,location,body_type,fuel,power,transmission,color,engine_size
254,Kia,Quoris,100000.0,117000.0,2013.0,Ben Arous,Berline,Essence,20.0,Automatique,Noir,
255,Kia,Sportage,105000.0,143000.0,2017.0,Ben Arous,Citadine,Diesel,7.0,Automatique,Noir,
256,Byd,Song,100000.0,6000.0,2022.0,Ben Arous,Citadine,Essence,9.0,Automatique,Noir,
257,Mercedes Benz,Cla,100000.0,105000.0,2017.0,Ben Arous,Berline,Essence,7.0,Manuelle,Gris,
258,Haval,H6,102900.0,38000.0,2020.0,Ben Arous,Citadine,Essence,9.0,Automatique,Rouge,
259,Seat,Ateca,105000.0,18000.0,2021.0,Ben Arous,Citadine,Essence,8.0,Automatique,Gris,
260,Audi,A3,96000.0,84000.0,2019.0,Ben Arous,Citadine,Essence,6.0,Automatique,Gris,
261,Bmw,Serie 5,99000.0,156000.0,2015.0,Ariana,Berline,Essence,9.0,Automatique,Noir,
262,Mercedes Benz,Classe C,98900.0,133000.0,2016.0,Ariana,Berline,Essence,8.0,Automatique,Noir,
263,Peugeot,3008,97500.0,136000.0,2018.0,Ariana,Citadine,Essence,9.0,Automatique,Orange,
264,Renault,Koleos,98000.0,96000.0,2017.0,Ben Arous,Citadine,Diesel,7.0,Manuelle,Gris,
265,Kia,Sportage,95000.0,128000.0,2019.0,Ben Arous,Citadine,Essence,8.0,Automatique,Beige,
266,Volkswagen,Golf 7,70000.0,93000.0,2017.0,Ariana,Compacte,Essence,6.0,Manuelle,Noir,
267,Haval,H6,94000.0,71000.0,2020.0,Ben Arous,Citadine,Essence,9.0,Automatique,Noir,
268,Kia,Sportage,89900.0,109000.0,2019.0,Ariana,4 X 4,Essence,8.0,Automatique,Bleu,
269,Haval,H6,90000.0,48000.0,2019.0,Ben Arous,Citadine,Essence,9.0,Automatique,Marron,
270,Audi,A5 Sportback,94000.0,93000.0,2016.0,Ben Arous,Berline,Essence,8.0,Automatique,Noir,
271,Haval,H6,92000.0,60000.0,2020.0,Ben Arous,Citadine,Essence,9.0,Automatique,Noir,
272,Mercedes Benz,Cla,95000.0,110000.0,2014.0,Ben Arous,Berline,Essence,7.0,Automatique,Noir,
273,Mercedes Benz,Classe E,90000.0,132000.0,2014.0,Ben Arous,Berline,Essence,9.0,Automatique,Blanc,
274,Bmw,Serie 4 Coupe,85000.0,190000.0,2014.0,Ben Arous,Berline,Essence,10.0,Automatique,Noir,
275,Haval,Jolion,89000.0,10000.0,2021.0,Ben Arous,Citadine,Essence,9.0,Automatique,Bleu,
276,Seat,Ibiza,,,2023.0,Ben Arous,Citadine,Essence,6.0,Automatique,Blanc,
277,Kia,Sportage,86000.0,124000.0,2017.0,Ben Arous,Citadine,Essence,8.0,Automatique,Noir,
278,Fiat,Ducato,89200.0,257000.0,2021.0,Ben Arous,Utilitaire,Diesel,8.0,Manuelle,Blanc,
279,Kia,Sportage,86500.0,120000.0,2017.0,Ariana,4 X 4,Essence,8.0,Automatique,Blanc,
280,Nissan,Qashqai,84000.0,104000.0,2018.0,Ben Arous,Citadine,Essence,6.0,Automatique,Noir,
281,Mercedes Benz,Cla,83000.0,179000.0,2013.0,Ben Arous,Citadine,Essence,8.0,Automatique,Blanc,
282,Ford,Kuga,82000.0,94000.0,2019.0,Ben Arous,Citadine,Essence,8.0,Manuelle,Marron,
283,Haval,H6,82000.0,58000.0,2020.0,Ben Arous,Citadine,Essence,9.0,Automatique,Noir,
284,Haval,H9,85000.0,135000.0,2017.0,Ben Arous,4 X 4,Essence,15.0,Automatique,Gris,
285,Kia,Sportage,82000.0,138000.0,2016.0,Ben Arous,Citadine,Essence,8.0,Automatique,Noir,
286,Hyundai,Creta,79500.0,26000.0,2020.0,Ariana,Citadine,Essence,7.0,Automatique,Blanc,
287,Kia,Sportage,79500.0,89000.0,2017.0,Ariana,Citadine,Essence,8.0,Automatique,Noir,
288,Mercedes Benz,Classe A,79900.0,173000.0,2016.0,Ariana,Citadine,Essence,6.0,Automatique,Blanc,
289,Mercedes Benz,Classe A,79900.0,144000.0,2016.0,Ben Arous,Citadine,Essence,6.0,Automatique,Noir,
290,Toyota,Prado,77000.0,375000.0,2001.0,Ben Arous,4 X 4,Diesel,11.0,Manuelle,Gris,
291,Audi,A3 Berline,79900.0,125000.0,2018.0,Ariana,Berline,Essence,6.0,Manuelle,Noir,
292,Porsche,Cayenne,78000.0,247000.0,2008.0,Ben Arous,Citadine,Essence,21.0,Automatique,Noir,
293,Foton,Tunland,74000.0,,2023.0,Ben Arous,Pick Up,Diesel,9.0,Manuelle,Blanc,
294,Ford,F 250,75500.0,90000.0,2005.0,Ariana,Pick Up,Diesel,24.0,Automatique,Noir,
295,Iveco,Daily Fourgon,75000.0,64000.0,2020.0,Ben Arous,Utilitaire,Diesel,10.0,Manuelle,Blanc,
296,Nissan,Patrol,75000.0,388000.0,1999.0,Ben Arous,4 X 4,Diesel,11.0,Manuelle,Blanc,
297,Isuzu,D Max,74000.0,124000.0,2017.0,Ben Arous,Pick Up,Diesel,8.0,Manuelle,Blanc,
298,Bmw,Serie 1 5P,75000.0,129000.0,2015.0,Ben Arous,Citadine,Essence,7.0,Automatique,Noir,
299,Kia,Sorento,74900.0,163000.0,2014.0,Ariana,4 X 4,Diesel,12.0,Automatique,Noir,
300,Peugeot,301,22500.0,,2014.0,Tunis,Berline,Essence,5.0,Manuelle,Bleu,
301,Renault,Kadjar,69900.0,55000.0,2018.0,Ben Arous,Citadine,Essence,6.0,Automatique,Bleu,
302,Mazda,Bt 50,69500.0,172000.0,2018.0,Ben Arous,Pick Up,Diesel,9.0,Manuelle,Noir,
303,Bmw,Serie 5,69500.0,182000.0,2011.0,Ariana,Berline,Essence,10.0,Automatique,Noir,
304,Ford,Ecosport,69500.0,102000.0,2019.0,Ariana,Citadine,Essence,7.0,Automatique,Noir,
305,Bmw,Serie 1 5P,72000.0,73000.0,2017.0,Ben Arous,Citadine,Essence,6.0,Manuelle,Noir,
306,Mercedes Benz,Classe A,70000.0,175000.0,2013.0,Ben Arous,Citadine,Essence,6.0,Automatique,Gris,
307,Jeep,Renegade,73000.0,109000.0,2017.0,Ben Arous,Citadine,Essence,6.0,Manuelle,Blanc,
308,Toyota,Hilux,68000.0,342000.0,2011.0,Ben Arous,Pick Up,Diesel,8.0,Manuelle,Gris,
309,Kia,Sportage,69000.0,189000.0,2015.0,Ben Arous,Citadine,Diesel,7.0,Manuelle,Blanc,
310,Volkswagen,Golf 7,68900.0,68000.0,2020.0,Ariana,Citadine,Essence,6.0,Automatique,Bleu,
311,Bmw,Serie 3,67900.0,176000.0,2014.0,Ariana,Citadine,Essence,7.0,Automatique,Noir,
312,Audi,Q7,69000.0,186000.0,2006.0,Ben Arous,Citadine,Diesel,16.0,Automatique,Gris,
313,Bmw,Serie 1 5P,69000.0,216000.0,2013.0,Ben Arous,Citadine,Essence,7.0,Automatique,Blanc,
314,Volkswagen,Golf 7,65000.0,88000.0,2018.0,Ben Arous,Citadine,Essence,6.0,Manuelle,Gris,
315,Mazda,Cx 5,65000.0,94000.0,2016.0,Ben Arous,Citadine,Essence,9.0,Automatique,Noir,
316,Volkswagen,Passat,65000.0,136000.0,2017.0,Ben Arous,Berline,Essence,7.0,Manuelle,Gris,
317,Volkswagen,Passat,67000.0,96000.0,2017.0,Ben Arous,Berline,Essence,7.0,Manuelle,Gris,
318,Ssangyong,Tivoli,65000.0,120000.0,2018.0,Ben Arous,Citadine,Essence,7.0,Manuelle,Noir,
319,Audi,A5 Sportback,153000.0,47800.0,2020.0,Ben Arous,Berline,Essence,8.0,Automatique,Blanc,
320,Bmw,Serie 3,63900.0,130000.0,2012.0,Ariana,Berline,Essence,7.0,Automatique,Noir,
321,Seat,Ibiza,64000.0,90000.0,2021.0,Ben Arous,Citadine,Essence,4.0,Manuelle,Blanc,
322,Kia,Rio,,33000.0,2021.0,Ben Arous,Berline,Essence,6.0,Automatique,Gris,
323,Peugeot,208,,50000.0,2021.0,Ben Arous,Citadine,Essence,5.0,Manuelle,Noir,
324,Nissan,Juke,64900.0,97000.0,2016.0,Ariana,4 X 4,Essence,6.0,Manuelle,Blanc,
325,Mercedes Benz,Classe C,,207000.0,2012.0,Ariana,Berline,Essence,9.0,Automatique,Noir,
326,Ford,Fusion,64500.0,85000.0,2017.0,Ariana,Berline,Essence,9.0,Manuelle,Gris,
327,Mazda,Bt 50,63000.0,92000.0,2016.0,Ben Arous,Pick Up,Diesel,9.0,Manuelle,Gris,
328,Citroen,Berlingo Multispace,63000.0,141000.0,2017.0,Ben Arous,Utilitaire,Diesel,4.0,Manuelle,Bleu,
329,Mercedes Benz,Ml,62000.0,292000.0,2007.0,Ben Arous,Citadine,Diesel,15.0,Automatique,Noir,
330,Ssangyong,Rexton,62000.0,165000.0,2015.0,Ben Arous,Citadine,Diesel,10.0,Automatique,Noir,
331,Bmw,Serie 3,62900.0,231000.0,2012.0,Ariana,Berline,Essence,7.0,Automatique,Noir,
332,Bmw,Serie 1 5P,62500.0,174000.0,2012.0,Ben Arous,Citadine,Essence,7.0,Manuelle,Blanc,
333,Porsche,Cayenne,59900.0,155000.0,2006.0,Ariana,Citadine,Essence,19.0,Automatique,Noir,
334,Mg,Gs,62000.0,160000.0,2017.0,Ben Arous,Citadine,Essence,9.0,Automatique,Beige,
335,Mercedes Benz,Classe E Coupe,62000.0,196000.0,2010.0,Ben Arous,Citadine,Essence,12.0,Automatique,Noir,
336,Bmw,Serie 1 5P,61900.0,138000.0,2012.0,Ben Arous,Citadine,Essence,7.0,Automatique,Noir,
337,Mazda,3,59000.0,92000.0,2018.0,Ben Arous,Citadine,Essence,6.0,Manuelle,Noir,
338,Mercedes Benz,Classe A,59500.0,184000.0,2012.0,Ben Arous,Citadine,Essence,6.0,Automatique,Gris,
339,Nissan,Qashqai,59000.0,128000.0,2015.0,Ben Arous,Citadine,Essence,6.0,Manuelle,Noir,
340,Opel,Insignia,59500.0,63000.0,2017.0,Ben Arous,Berline,Essence,6.0,Manuelle,Marron,
341,Mercedes Benz,Classe E,59900.0,183000.0,2009.0,Ben Arous,Citadine,Diesel,10.0,Automatique,Noir,
342,Kia,Sorento,59500.0,316000.0,2013.0,Ben Arous,Citadine,Diesel,12.0,Automatique,Blanc,
343,Mercedes Benz,Classe C,59500.0,170000.0,2014.0,Ben Arous,Berline,Essence,9.0,Manuelle,Blanc,
344,Kia,Rio,58900.0,64000.0,2019.0,Ariana,Berline,Essence,6.0,Automatique,Rouge,
345,Mercedes Benz,Classe C,56500.0,292000.0,2014.0,Ariana,Berline,Essence,9.0,Automatique,Noir,
346,Mazda,3,57000.0,148000.0,2017.0,Ben Arous,Citadine,Essence,6.0,Manuelle,Gris,
347,Mazda,3,58500.0,135000.0,2017.0,Ben Arous,Citadine,Essence,6.0,Manuelle,Blanc,
348,Volkswagen,Golf 7,59000.0,214000.0,2015.0,Ben Arous,Citadine,Essence,6.0,Manuelle,Gris,
349,Fiat,Fiorino,58000.0,38000.0,2022.0,Ben Arous,Utilitaire,Diesel,5.0,Manuelle,Blanc,
350,Audi,A3,57500.0,132000.0,2015.0,Ben Arous,Citadine,Essence,5.0,Manuelle,Blanc,
351,Dacia,Duster,56000.0,92000.0,2018.0,Ben Arous,Citadine,Essence,7.0,Automatique,Noir,
352,Seat,Leon,56000.0,153000.0,2017.0,Ben Arous,Citadine,Essence,6.0,Manuelle,Gris,
353,Renault,Megane,55900.0,120000.0,2018.0,Ben Arous,Citadine,Diesel,4.0,Manuelle,Blanc,
354,Mazda,3 Sedan,55000.0,111000.0,2018.0,Ben Arous,Citadine,Essence,6.0,Manuelle,Blanc,
355,Seat,Altea,55500.0,106000.0,2018.0,Ben Arous,Citadine,Diesel,5.0,Manuelle,Noir,
356,Citroen,C3,53000.0,65000.0,2020.0,Ben Arous,Citadine,Essence,6.0,Automatique,Rouge,
357,Volkswagen,Passat,54000.0,111000.0,2011.0,Ben Arous,Berline,Diesel,8.0,Automatique,Noir,
358,Mercedes Benz,Ml,54900.0,344000.0,2007.0,Ariana,Citadine,Diesel,15.0,Automatique,Noir,
359,Mazda,3 Sedan,54900.0,98000.0,2018.0,Ariana,Berline,Essence,6.0,Manuelle,Bleu,
360,Mercedes Benz,Classe B,55000.0,111000.0,2015.0,Ben Arous,Citadine,Essence,7.0,Automatique,Noir,
361,Hyundai,Ix35,53900.0,238000.0,2012.0,Ariana,4 X 4,Diesel,6.0,Manuelle,Blanc,
362,Peugeot,308,55000.0,44000.0,2019.0,Ben Arous,Citadine,Essence,6.0,Manuelle,Noir,
363,Mercedes Benz,Classe C,52000.0,240000.0,2010.0,Ben Arous,Berline,Essence,9.0,Automatique,Noir,
364,Kia,Sportage,52000.0,164000.0,2011.0,Ben Arous,Citadine,Essence,11.0,Automatique,Blanc,
365,Kia,Rio 5P,52000.0,43000.0,2020.0,Ben Arous,Citadine,Essence,5.0,Manuelle,Noir,
366,Mercedes Benz,Classe C,53000.0,270000.0,2009.0,Ben Arous,Citadine,Essence,9.0,Automatique,Noir,
367,Kia,Sportage,52900.0,288000.0,2010.0,Ben Arous,Citadine,Diesel,11.0,Automatique,Marron,
368,Volkswagen,New Beetle,51900.0,153000.0,2013.0,Ariana,Coupé,Essence,6.0,Manuelle,Blanc,
369,Kia,Rio 5P,52000.0,41000.0,2020.0,Ben Arous,Citadine,Essence,5.0,Manuelle,Marron,
370,Kia,Picanto,50000.0,34000.0,2020.0,Ben Arous,Citadine,Essence,5.0,Automatique,Bleu,
371,Volkswagen,Amarok,50000.0,192000.0,2011.0,Ben Arous,Pick Up,Diesel,7.0,Manuelle,Noir,
372,Peugeot,4008,49500.0,121000.0,2014.0,Ariana,4 X 4,Essence,9.0,Manuelle,Noir,
373,Bmw,Serie 5,49500.0,184000.0,2004.0,Ariana,Berline,Diesel,10.0,Automatique,Noir,
374,Audi,A4,50000.0,171000.0,2013.0,Ben Arous,Berline,Essence,7.0,Automatique,Noir,
375,Mercedes Benz,Classe C,50000.0,232000.0,2010.0,Ben Arous,Citadine,Diesel,10.0,Automatique,Gris,
376,Fiat,Doblo,50900.0,44000.0,2020.0,Ben Arous,Utilitaire,Diesel,5.0,Manuelle,Blanc,
377,Bmw,Serie 1 5P,48500.0,95000.0,2012.0,Ariana,Citadine,Essence,7.0,Manuelle,Blanc,
378,Ford,Transit Connect,49000.0,201000.0,2018.0,Ben Arous,Utilitaire,Diesel,5.0,Manuelle,Blanc,
379,Fiat,Ducato,47500.0,169000.0,2016.0,Ben Arous,Utilitaire,Diesel,8.0,Manuelle,Blanc,
380,Mercedes Benz,Classe C,49500.0,226000.0,2010.0,Ben Arous,Berline,Essence,9.0,Automatique,Noir,
381,Chery,Tiggo 3,48000.0,91000.0,2019.0,Ben Arous,Citadine,Essence,8.0,Manuelle,Blanc,
382,Toyota,Land Cruiser,46000.0,799000.0,1998.0,Ben Arous,4 X 4,Diesel,17.0,Manuelle,Noir,
383,Hyundai,Grand I10,46900.0,24000.0,2021.0,Ben Arous,Citadine,Essence,4.0,Manuelle,Noir,
384,Fiat,Fiorino,46500.0,25000.0,2021.0,Ben Arous,Utilitaire,Diesel,5.0,Manuelle,Blanc,
385,Mitsubishi,Pajero,47000.0,316000.0,2001.0,Ben Arous,4 X 4,Diesel,12.0,Automatique,Gris,
386,Mazda,6,46000.0,233000.0,2015.0,Ben Arous,Berline,Essence,9.0,Automatique,Blanc,
387,Kia,Picanto,45000.0,73000.0,2019.0,Ben Arous,Citadine,Essence,5.0,Automatique,Noir,
388,Great Wall,M4,,41000.0,2020.0,Ben Arous,Citadine,Essence,6.0,Manuelle,Rouge,
389,Mercedes Benz,Classe E,45000.0,187000.0,2011.0,Ben Arous,Autres,Diesel,7.0,Automatique,Marron,
390,Hyundai,Grand I10,45900.0,34000.0,2021.0,Ben Arous,Citadine,Essence,4.0,Manuelle,Blanc,
391,Kia,Optima,45000.0,76000.0,2013.0,Ben Arous,Berline,Essence,10.0,Automatique,Gris,
392,Mazda,Cx 7,45000.0,174000.0,2013.0,Ben Arous,Citadine,Essence,16.0,Automatique,Noir,
393,Bmw,Serie 3,45900.0,239000.0,2010.0,Ariana,Berline,Essence,7.0,Manuelle,Noir,
394,Volkswagen,Polo Sedan,44000.0,81000.0,2020.0,Ben Arous,Berline,Essence,5.0,Manuelle,Blanc,
395,Seat,Ibiza,44000.0,56000.0,2018.0,Ben Arous,Citadine,Essence,4.0,Manuelle,Gris,
396,Seat,Leon Sc,44900.0,104000.0,2017.0,Ariana,Coupé,Essence,6.0,Manuelle,Beige,
397,Bmw,Serie 3,44900.0,161000.0,2012.0,Ariana,Berline,Essence,7.0,Automatique,Gris,
398,Mazda,3 Sedan,44500.0,128000.0,2015.0,Ben Arous,Berline,Essence,6.0,Manuelle,Gris,
399,Bmw,Serie 5,44500.0,298000.0,2008.0,Ben Arous,Berline,Diesel,10.0,Automatique,Gris,
400,Hyundai,Veloster,45000.0,108000.0,2013.0,Ben Arous,Citadine,Essence,8.0,Automatique,Orange,
401,Ford,Focus,44900.0,179000.0,2015.0,Ariana,Monospace,Diesel,5.0,Manuelle,Noir,
402,Ford,Focus,43000.0,226000.0,2017.0,Ben Arous,Citadine,Essence,7.0,Automatique,Blanc,
403,Mercedes Benz,Classe E,42900.0,130000.0,2004.0,Ariana,Berline,Diesel,10.0,Manuelle,Noir,
404,Citroen,Ds5,42900.0,151000.0,2012.0,Ben Arous,Citadine,Diesel,6.0,Automatique,Noir,
405,Volkswagen,Passat,43000.0,227000.0,2011.0,Ben Arous,Berline,Diesel,5.0,Manuelle,Blanc,
406,Volkswagen,Passat,42900.0,190000.0,2012.0,Ariana,Berline,Diesel,7.0,Manuelle,Blanc,
407,Nissan,Navara,42900.0,331000.0,2009.0,Ben Arous,Pick Up,Diesel,10.0,Manuelle,Noir,
408,Volkswagen,Passat,42900.0,204000.0,2014.0,Ben Arous,Berline,Essence,7.0,Manuelle,Noir,
409,Ssangyong,Kyron,42000.0,258000.0,2013.0,Ben Arous,Citadine,Diesel,9.0,Manuelle,Noir,
410,Audi,A6,42500.0,269000.0,2010.0,Ariana,Citadine,Essence,11.0,Automatique,Noir,
411,Seat,Ibiza,42500.0,117000.0,2019.0,Ariana,Citadine,Essence,4.0,Manuelle,Noir,
412,Volkswagen,Golf 7,42500.0,144000.0,2013.0,Ben Arous,Citadine,Essence,5.0,Manuelle,Bleu,
413,Bmw,Serie 3 Coupe,42000.0,181000.0,2009.0,Ben Arous,Coupé,Diesel,10.0,Manuelle,Gris,
414,Volkswagen,Passat Cc,42500.0,279000.0,2009.0,Ariana,Citadine,Diesel,8.0,Automatique,Noir,
415,Mazda,2 Sedan,40000.0,70000.0,2016.0,Ben Arous,Citadine,Essence,6.0,Manuelle,Gris,
416,Dacia,Duster,39900.0,178000.0,2013.0,Ben Arous,4 X 4,Diesel,6.0,Manuelle,Noir,
417,Suzuki,Baleno,39900.0,64000.0,2017.0,Ariana,Citadine,Essence,5.0,Automatique,Gris,
418,Hyundai,Grand I10,39900.0,77000.0,2019.0,Ariana,Citadine,Essence,5.0,Automatique,Noir,
419,Peugeot,2008,39900.0,141000.0,2015.0,Ben Arous,Citadine,Essence,5.0,Manuelle,Marron,
420,Kia,Optima,40000.0,204000.0,2012.0,Ben Arous,Berline,Essence,10.0,Automatique,Blanc,
421,Citroen,Jumper,39900.0,119000.0,2018.0,Ben Arous,Utilitaire,Diesel,7.0,Manuelle,Blanc,
422,Peugeot,3008,38900.0,142000.0,2014.0,Ben Arous,Citadine,Essence,7.0,Manuelle,Noir,
423,Kia,Picanto,38900.0,121000.0,2019.0,Ariana,Citadine,Essence,5.0,Automatique,Noir,
424,Peugeot,Partner Tepee,39000.0,297000.0,2012.0,Ben Arous,Utilitaire,Diesel,6.0,Manuelle,Noir,
425,Volkswagen,Passat Cc,39500.0,182000.0,2010.0,Ariana,Berline,Essence,9.0,Automatique,Blanc,
426,Peugeot,308,38500.0,201000.0,2013.0,Ben Arous,Citadine,Diesel,4.0,Manuelle,Blanc,
427,Baic Yx,Kenbo S3,39000.0,64000.0,2017.0,Ben Arous,Citadine,Essence,7.0,Manuelle,Blanc,
428,Toyota,Land Cruiser,38000.0,306000.0,1991.0,Ben Arous,4 X 4,Diesel,10.0,Manuelle,Noir,
429,Infiniti,Ex35,38000.0,96000.0,2008.0,Ben Arous,Citadine,Essence,20.0,Automatique,Noir,
430,Renault,Symbol,38500.0,61000.0,2020.0,Ben Arous,Berline,Essence,5.0,Manuelle,Noir,
431,Fiat,500,38000.0,167000.0,2015.0,Ben Arous,Citadine,Essence,4.0,Manuelle,Noir,
432,Ssangyong,Kyron,38000.0,232000.0,2012.0,Ben Arous,4 X 4,Diesel,9.0,Manuelle,Noir,
433,Baic Yx,Kenbo S2,38000.0,90000.0,2018.0,Ben Arous,Citadine,Essence,7.0,Manuelle,Gris,
434,Toyota,Yaris,38000.0,100000.0,2018.0,Ben Arous,Citadine,Essence,4.0,Manuelle,Bleu,
435,Kia,Picanto,38000.0,64000.0,2019.0,Ben Arous,Citadine,Essence,4.0,Manuelle,Rouge,
436,Baic Yx,Kenbo S2,37900.0,67000.0,2017.0,Ariana,Citadine,Essence,7.0,Manuelle,Blanc,
437,Mitsubishi,Pajero,37000.0,338000.0,1996.0,Ben Arous,4 X 4,Diesel,11.0,Manuelle,Noir,
438,Fiat,Ducato,37000.0,192000.0,2013.0,Ben Arous,Utilitaire,Diesel,8.0,Manuelle,Blanc,
439,Hyundai,Grand I10,,100000.0,2019.0,Ben Arous,Citadine,Essence,5.0,Manuelle,Gris,
440,Nissan,Navara,36900.0,490000.0,2009.0,Ariana,Pick Up,Diesel,10.0,Manuelle,Noir,
441,Volkswagen,Golf 6,36900.0,170000.0,2010.0,Ben Arous,Citadine,Diesel,5.0,Manuelle,Gris,
442,Volkswagen,Polo Sedan,36900.0,156000.0,2016.0,Ariana,Berline,Essence,5.0,Manuelle,Noir,
443,Peugeot,208,36000.0,97000.0,2020.0,Ben Arous,Citadine,Essence,5.0,Manuelle,Gris,
444,Mercedes Benz,Classe E,36900.0,206000.0,2005.0,Ariana,Berline,Essence,10.0,Automatique,Noir,
445,Honda,City,36500.0,120000.0,2017.0,Ben Arous,Berline,Essence,7.0,Manuelle,Gris,
446,Peugeot,308 Cc,36000.0,198000.0,2012.0,Ben Arous,Cabriolet,Essence,9.0,Manuelle,Blanc,
447,Ssangyong,Korando,36500.0,214000.0,2011.0,Ben Arous,Citadine,Diesel,10.0,Manuelle,Bleu,
448,Nissan,Sunny,35000.0,132000.0,2015.0,Ben Arous,Berline,Essence,6.0,Automatique,Gris,
449,Kia,Cerato,35900.0,225000.0,2013.0,Ben Arous,Berline,Essence,8.0,Automatique,Gris,
450,Suzuki,Grand Vitara,35000.0,368000.0,2005.0,Ben Arous,4 X 4,Diesel,7.0,Manuelle,Gris,
451,Toyota,Aygo,34900.0,32000.0,2017.0,Ariana,Citadine,Essence,4.0,Manuelle,Bleu,
452,Suzuki,Dzire,34500.0,110000.0,2019.0,Ben Arous,Citadine,Essence,5.0,Manuelle,Blanc,
453,Mahindra,Scorpio Suv,34000.0,258000.0,2013.0,Ben Arous,Citadine,Diesel,8.0,Manuelle,Blanc,
454,Kia,Cerato,33500.0,170000.0,2014.0,Ben Arous,Berline,Essence,8.0,Automatique,Marron,
455,Kia,Picanto,32500.0,89000.0,2017.0,Ariana,Citadine,Essence,4.0,Manuelle,Noir,
456,Peugeot,208,32900.0,73000.0,2019.0,Ben Arous,Citadine,Essence,4.0,Manuelle,Noir,
457,Fiat,Doblo,33000.0,141000.0,2018.0,Ben Arous,Utilitaire,Diesel,5.0,Manuelle,Gris,
458,Ford,Focus Berline,32900.0,188000.0,2012.0,Ariana,Berline,Essence,7.0,Manuelle,Gris,
459,Hyundai,Elantra,32000.0,233000.0,2013.0,Ben Arous,Berline,Essence,9.0,Automatique,Noir,
460,Mahindra,Kuv 100,32000.0,66000.0,2018.0,Ben Arous,Citadine,Essence,5.0,Manuelle,Rouge,
461,Bmw,Serie 3 Coupe,32000.0,267000.0,2003.0,Ben Arous,Coupé,Diesel,8.0,Manuelle,Noir,
462,Mini,3 Portes,31900.0,138000.0,2009.0,Ben Arous,Citadine,Essence,5.0,Manuelle,Vert,
463,Hyundai,Accent 5P,29900.0,241000.0,2014.0,Ben Arous,Berline,Essence,6.0,Automatique,Noir,
464,Mazda,3,29500.0,175000.0,2012.0,Ben Arous,Citadine,Essence,6.0,Manuelle,Noir,
465,Mini,3 Portes,28900.0,159000.0,2009.0,Ben Arous,Citadine,Essence,5.0,Manuelle,Gris,
466,Kia,K2700,28900.0,173000.0,2018.0,Ariana,Utilitaire,Diesel,9.0,Manuelle,Blanc,
467,Toyota,Rav 4,27500.0,345000.0,2001.0,Ben Arous,Citadine,Essence,9.0,Manuelle,Noir,
468,Opel,Corsa 3P,27000.0,92000.0,2016.0,Ben Arous,Citadine,Essence,5.0,Manuelle,Noir,
469,Mahindra,Scorpio Pick Up Dc,26900.0,261000.0,2015.0,Ben Arous,Pick Up,Diesel,8.0,Manuelle,Blanc,
470,Renault,Laguna,26900.0,264000.0,2009.0,Ben Arous,Berline,Diesel,6.0,Manuelle,Noir,
471,Renault,Megane,25900.0,265000.0,2010.0,Ben Arous,Citadine,Diesel,6.0,Manuelle,Blanc,
472,Mazda,3,26000.0,291000.0,2012.0,Ben Arous,Berline,Essence,6.0,Manuelle,Noir,
473,Fiat,Fiorino,24000.0,166000.0,2017.0,Ben Arous,Utilitaire,Diesel,5.0,Manuelle,Blanc,
474,Chery,Qq,23900.0,26000.0,2019.0,Ben Arous,Citadine,Essence,4.0,Manuelle,Blanc,
475,Renault,Twingo,23900.0,184000.0,2010.0,Ben Arous,Citadine,Essence,4.0,Manuelle,Gris,
476,Dfsk,K01,23000.0,67000.0,2019.0,Ben Arous,Utilitaire,Essence,6.0,Manuelle,Blanc,
477,Hyundai,I10,22900.0,113000.0,2011.0,Ben Arous,Citadine,Essence,4.0,Manuelle,Gris,
478,Peugeot,307,21900.0,191000.0,2007.0,Ben Arous,Citadine,Essence,6.0,Manuelle,Gris,
479,Jaguar,X Type,21500.0,239000.0,2009.0,Ben Arous,Berline,Diesel,7.0,Manuelle,Beige,
480,Chevrolet,Aveo,16900.0,223000.0,2009.0,Ariana,Citadine,Essence,5.0,Manuelle,Gris,
481,Mahindra,Pick Up Sc,19900.0,261000.0,2014.0,Ben Arous,Pick Up,Diesel,8.0,Manuelle,Blanc,
482,Volkswagen,Polo,17500.0,191000.0,2002.0,Ben Arous,Citadine,Essence,4.0,Manuelle,Gris,
483,Citroen,C Elysée,21000.0,185000.0,2014.0,Ben Arous,Berline,Essence,5.0,Manuelle,Noir,
484,Citroen,C3,17500.0,204000.0,2003.0,Ben Arous,Citadine,Essence,4.0,Automatique,Gris,
485,Dacia,Logan,14500.0,330000.0,2012.0,Ben Arous,Utilitaire,Diesel,6.0,Manuelle,Gris,
486,Bmw,Serie 5,159000.0,54770.0,2017.0,Ariana,Berline,Essence,9.0,Automatique,Blanc,
487,Volkswagen,Golf 7,59800.0,110000.0,2018.0,Nabeul,Berline,Essence,6.0,Manuelle,Gris,
488,Kia,Rio 5P,30500.0,180000.0,2012.0,Ariana,Citadine,Essence,5.0,Manuelle,Rouge,
489,Volkswagen,Caddy,43000.0,120000.0,2018.0,Sousse,Berline,Diesel,5.0,Manuelle,Blanc,
490,Volkswagen,Golf 7,70500.0,98000.0,2018.0,Sousse,Berline,Diesel,6.0,Manuelle,Gris,
491,Mazda,3 Sedan,49800.0,114200.0,2018.0,Ben Arous,Berline,Essence,6.0,Manuelle,Bleu,
492,Land Rover,Range Rover Evoque,270000.0,25000.0,2020.0,Ariana,4 X 4,Diesel,8.0,Automatique,Noir,
